pH,Tur,Cond,pH_next,Tur_next,Cond_next
7.4421555635552545,0.8291020564703059,0.0672123161392661,7.948043604221238,4.021341351347108,0.0439482815686026
7.948043604221238,4.021341351347108,0.0439482815686026,7.875174669695548,1.5395964942679143,0.0368230372499438
7.875174669695548,1.5395964942679143,0.0368230372499438,8.437269974112267,0.6325918839854155,0.0385255343716625
8.437269974112267,0.6325918839854155,0.0385255343716625,8.43209305428485,1.5396309385266131,0.0306701505538248
8.43209305428485,1.5396309385266131,0.0306701505538248,7.991122760653242,1.5117463294863227,0.0274969745572042
7.991122760653242,1.5117463294863227,0.0274969745572042,8.493175179774997,2.0874237904434585,0.0514366893595056
8.493175179774997,2.0874237904434585,0.0514366893595056,8.418216500845539,0.8121886498545137,0.0351240969124075
8.418216500845539,0.8121886498545137,0.0351240969124075,7.839355062025264,4.139664708260828,0.0395207220577137
7.839355062025264,4.139664708260828,0.0395207220577137,7.654137245094225,3.818756539079833,0.0354427471414637
7.654137245094225,3.818756539079833,0.0354427471414637,7.9808783084271155,3.461729356480637,0.0273855347878031
7.9808783084271155,3.461729356480637,0.0273855347878031,7.8521191034052515,0.6212855672226637,0.0492222744914105
7.8521191034052515,0.6212855672226637,0.0492222744914105,7.7497478384151695,0.8018141390107661,0.0680846535904346
7.7497478384151695,0.8018141390107661,0.0680846535904346,7.943854147156132,5.633049526666912,0.0449463403630718
7.943854147156132,5.633049526666912,0.0449463403630718,8.415096549756397,0.6359079126183765,0.0385255343716625
8.415096549756397,0.6359079126183765,0.0385255343716625,8.378390108769922,1.630073255616436,0.0300631008267037
8.378390108769922,1.630073255616436,0.0300631008267037,7.986733002571007,1.510766974894608,0.0286486990742201
7.986733002571007,1.510766974894608,0.0286486990742201,8.503282011852825,2.1063881336100634,0.0546758333347918
8.503282011852825,2.1063881336100634,0.0546758333347918,8.513043664422367,0.8121886498545137,0.034813421119947
8.513043664422367,0.8121886498545137,0.034813421119947,7.853355021337344,1.8294203058660907,0.0433183326620913
7.853355021337344,1.8294203058660907,0.0433183326620913,7.518557633683757,2.899382665862415,0.0356747528568765
7.518557633683757,2.899382665862415,0.0356747528568765,7.98081439013225,3.300105798288886,0.0250239244049868
7.98081439013225,3.300105798288886,0.0250239244049868,7.750675071694428,0.815728387073405,0.0709926534420467
7.750675071694428,0.815728387073405,0.0709926534420467,8.142956943433596,3.973252348291123,0.0441456590265644
8.142956943433596,3.973252348291123,0.0441456590265644,7.874940490164837,1.455776883700492,0.0305435688648272
7.874940490164837,1.455776883700492,0.0305435688648272,8.526996300161343,0.6018669380564761,0.0385255343716625
8.526996300161343,0.6018669380564761,0.0385255343716625,8.248042999337175,1.6986807787289817,0.0300631008267037
8.248042999337175,1.6986807787289817,0.0300631008267037,7.995346323538967,1.5156208401249105,0.027171086052745
7.995346323538967,1.5156208401249105,0.027171086052745,8.49168753541992,2.091956290817888,0.04327762889099
8.49168753541992,2.091956290817888,0.04327762889099,8.416743551513768,0.6833309679039993,0.0350002862955086
8.416743551513768,0.6833309679039993,0.0350002862955086,7.853408564364818,3.9623769330482816,0.0399385226746892
